triggr,aptrig,airpower,icb2,cracno,cracid,systrgmo,systrgda,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,yrtrig,motrig,datrig,trigent,trigloc,southv,southpow,sizedu,strcdu,comlev,majres,yerres,monres,dayres,trgresra,crismg,cenvio,sevvio,usinv,usfavr,suinv,sufavr,gbinv,gbfavr,frinv,frfavr,itinv,itfavr,grinv,grfavr,jpinv,jpfavr,globorg,globact,globfavr,regorg,regact,rofavr,outcom,outfor,outevl,outesr,yrterm,moterm,daterm,trgterra,resterra,actloc,geog,cractloc,noactr,stainsys,period,syslev,pc,pcid,viol,iwc,powdis,powscore,gpinv,powinv,age,territ,regime,durreg,allycap,globmemb,nucler,powsta,issue,chissu,gravty,pethin,col,unemp,inflat,foodpr,labstr,short,econdt,regrep,socunr,massvl,gvinst,sourdt,ccode,year,majpow,logcap,milissue,polissue,econissue,gravty2,violence,violence2,democ,jointdem,crisno,actor,systrgyr,cap,polity2,majpowinv,instability,unrest,demgravity,polgravity,massviol,coldwar,unem2,powerdistr,econstatus,higravty,higravty2,othrfrce,logravty2,logravty3,cap2a,majpow2a,polity2a,milper,milex,energy,irst,upop,tpop,logengy,countryname,countrycode,iso2code,WBgdp,loggdp,logcap2a,logmilex,protrac,dem6,powscore2,time1,time2,time3,time4,airforce,airpossible,outcome,sanct,sanctongoing,econpress,sanctout,anysanct,sanctout2,capdem,cappol,powpol,out2
2,0,1,ICB2,418,2,4,15,BAY,OF P,IGS,,,,1961,4,15,40,1,40,1,2,2,1,3,1961,4,18,4,5,1,1,9,8,3,3,0,0,0,0,0,0,0,0,0,0,5,7,4,1,1,5,4,4,3,1,1961,4,24,10,7,41,42,3,3,111,3,1,2,27,1,1,18,18,1,6,2,3,1,3,4,3,4,4,2,6,4,7,2,1,2,2,2,2,2,2,1,2,2,1,2,1961,1,-1.556722,0,1,0,4,0,0,1,0,181,USA,1961,0.210826,10,1,2,1,4,40,2,0,1,18,2,1,0,0,0,0,0.210655,1,10,2307,4.78E+07,1447002,88917,50941,183691,14.185,United States,USA,US,2.90E+12,28.70463,-1.557534,17.6827,1,1,18,1961,0,0,0,1907,1,1,0,1,1,2,1,1,0.210655,2.10655,180,1
9,0,1,ICB2,419,770,5,19,PUSH,TUNI,STAN,III,,,1961,5,19,700,1,700,1,1,9,1,8,1961,5,21,3,8,4,3,3,3,7,3,0,0,0,0,0,0,0,0,0,0,2,2,9,1,1,5,2,2,1,2,1962,1,29,256,253,13,13,1,5,111,3,1,2,9,2,1,4,4,1,4,5,2,3,2,3,3,1,2,1,3,3,1,2,2,9,2,9,9,2,2,2,2,2,4,770,1961,0,-4.548317,1,0,0,3,1,1,0,0,182,PAK,1961,0.010585,-7,0,2,2,0,-21,2,0,2,4,2,1,0,0,0,0,0.010561,0,-7,243,205858,3670,12,6885,101452,8.207947,Pakistan,PAK,PK,1.10E+10,23.08302,-4.550587,12.23494,1,0,4,1961,0,0,0,1947,1,1,0,0,0,2,0,2,0,-0.073927,-28,1
2,0,0,ICB2,420,700,5,19,PUSH,TUNI,STAN,III,,,1961,8,23,770,1,770,2,9,9,1,3,1961,8,30,8,3,1,1,3,1,4,1,0,0,0,0,0,0,0,0,0,0,2,2,9,1,1,5,2,2,1,2,1962,1,29,160,153,13,13,1,5,111,3,1,2,9,2,1,-4,-4,1,3,2,2,2,3,2,3,1,1,2,3,7,1,2,9,9,2,9,9,2,2,2,2,2,4,700,1961,0,-6.34301,0,1,0,,0,0,0,0,182,AFG,1961,0.001759,-10,0,2,2,,,2,0,,-4,2,1,1,0,0,0,0.001757,0,-10,110,14184,66,0,462,11014,4.189655,Afghanistan,AFG,AF,,,-6.344148,9.55987,1,0,-4,1961,0,0,0,1924,1,0,0,0,0,0,0,0,0,-0.01757,40,0
2,0,0,ICB2,421,645,6,19,KUWA,IT I,NDEP,ENDE,NCE,,1961,6,19,200,1,200,3,9,1,2,3,1961,6,25,7,6,1,1,1,4,3,6,0,0,0,0,0,0,0,0,0,0,6,3,2,2,12,3,4,4,3,2,1961,7,13,25,20,15,15,2,7,111,3,1,2,25,1,1,16,16,1,2,4,2,3,2,2,3,1,2,1,6,3,1,2,2,2,2,9,9,2,9,9,9,9,3,645,1961,0,-6.152573,1,0,0,3,0,0,0,0,183,IRQ,1961,0.002128,-5,1,,,0,-15,,0,2,16,2,1,0,0,0,0,0.002122,0,-5,90,125455,4268,0,1766,7098,8.358901,Iraq,IRQ,IQ,,,-6.155396,11.7397,1,0,16,1961,0,0,0,1931,1,0,0,0,0,0,0,,0,-0.01061,-80,0
2,0,0,ICB2,422,690,6,19,KUWA,IT I,NDEP,ENDE,NCE,,1961,6,25,645,1,645,2,9,9,1,6,1961,6,30,6,6,1,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,6,3,4,2,12,1,1,6,2,2,1961,7,13,20,15,15,15,1,7,111,3,1,2,25,1,1,16,16,1,2,6,1,2,1,1,4,1,1,1,6,6,1,4,4,4,4,4,4,4,4,4,4,4,2,690,1961,0,-7.291948,1,0,0,6,0,0,,0,183,KUW,1961,0.000681,,1,,,,,4,0,4,16,,1,1,0,0,0,0.000681,0,,1,17000,15674,0,0,325,9.659759,Kuwait,KWT,KW,,,-7.291948,9.740969,1,,16,1961,0,0,0,1953,1,0,0,0,0,0,0,,,,,0
5,0,0,ICB2,423,200,6,19,KUWA,IT I,NDEP,ENDE,NCE,,1961,6,30,690,1,645,2,1,1,1,6,1961,7,1,2,6,1,1,1,5,3,4,0,0,0,0,0,0,0,0,0,0,6,3,4,2,12,1,1,6,2,2,1961,7,13,14,13,33,15,4,7,111,3,1,1,0,1,1,16,16,1,2,1,2,1,3,3,3,3,3,3,6,0,1,2,2,2,2,2,2,2,2,2,2,2,2,200,1961,1,-3.215033,0,0,1,0,0,0,1,0,183,UKG,1961,0.040154,10,1,2,2,0,0,2,0,2,16,2,0,0,0,1,1,0.040091,1,10,475,4791138,241081,22441,18648,52807,12.39289,United Kingdom,GBR,GB,7.20E+11,27.30871,-3.216603,15.38228,0,1,16,1961,0,0,0,1918,1,0,0,0,0,0,0,,0.040091,0.40091,160,0
2,0,1,ICB2,424,220,7,17,BIZE,RTA,,,,,1961,7,17,616,1,616,1,9,1,1,8,1961,7,18,2,8,4,3,1,5,4,3,0,0,0,0,0,0,0,0,0,0,6,6,4,2,5,3,2,1,1,2,1961,9,29,75,74,33,21,4,2,111,3,1,1,0,3,1,12,12,1,2,1,2,1,2,3,3,3,3,1,6,4,2,2,3,2,2,2,2,2,1,1,1,1,1,220,1961,1,-3.492819,1,0,0,4,1,1,0,0,184,FRN,1961,0.030415,5,1,1,1,0,20,1,0,3,12,2,1,0,0,0,0,0.030388,1,5,720,4128544,123162,17570,8233,46163,11.72126,France,FRA,FR,5.50E+11,27.03132,-3.493707,15.23344,0,0,12,1961,0,0,0,1909,1,1,0,1,0,2,1,2,0,0.15194,60,1
9,1,0,ICB2,425,616,7,17,BIZE,RTA,,,,,1961,7,19,220,1,220,3,9,2,1,9,1961,7,20,2,7,3,3,1,6,4,1,0,0,0,0,0,0,0,0,0,0,6,7,2,2,5,1,2,1,1,2,1961,9,29,73,72,21,21,1,2,111,3,1,1,0,3,1,-12,-12,1,2,5,2,2,2,1,3,1,1,1,6,5,1,2,9,2,2,2,2,2,2,2,2,2,1,616,1961,0,-7.457668,1,0,0,5,1,1,0,0,184,TUN,1961,0.000577,-9,1,2,2,0,-45,2,0,,-12,2,1,1,0,0,0,0.000576,0,-9,18,20476,54,0,438,4297,3.988984,Tunisia,TUN,TN,,,-7.459403,9.927009,0,0,-12,1961,0,0,0,1959,1,0,0,0,0,0,0,,0,-0.005184,108,0
6,0,0,ICB2,426,265,8,66,BERL,IN W,ALL,,,,1961,8,66,996,1,260,2,1,1,2,6,1961,8,13,13,1,1,1,8,3,8,1,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,3,1,4,2,2,1961,8,13,13,1,32,32,1,11,111,3,2,2,27,1,1,-42,-42,1,5,5,1,2,2,3,4,1,2,4,2,2,1,2,3,1,1,1,1,1,1,1,2,1,1,265,1961,0,-4.704549,0,0,0,2,0,0,0,0,185,GDR,1961,0.009054,-9,1,1,1,0,-18,2,0,3,-42,1,0,0,0,0,1,0.009042,0,-9,139,289001,85932,3867,3491,17125,11.36131,,,,,,-4.705875,12.57419,1,0,-42,1961,0,0,0,1956,1,0,0,0,0,0,0,0,0,-0.081378,378,0
4,0,0,UCB2,427,365,8,66,BERL,IN W,ALL,,,,1961,8,66,996,1,2,4,9,1,1,6,1961,8,13,13,6,1,1,8,3,9,8,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,1,1,3,2,2,1961,10,28,89,76,30,32,3,11,111,3,2,2,27,1,1,-42,-42,1,7,1,3,2,2,4,3,4,4,2,6,4,4,2,3,9,2,9,2,2,2,2,2,2,2,365,1961,1,-1.749051,0,1,0,4,0,0,0,0,185,RUS,1961,0.173939,-7,1,2,2,0,-28,2,0,3,-42,2,1,0,0,0,0,0.173759,1,-7,3000,4.37E+07,660194,70756,53420,218145,13.40029,Russian Federation,RUS,RU,,,-1.750086,17.59201,1,0,-42,1961,0,0,0,1912,1,0,0,0,0,0,0,,0,-1.216313,294,0
2,0,0,ICB2,428,220,8,66,BERL,IN W,ALL,,,,1961,8,13,265,1,365,4,3,1,1,6,1961,8,17,5,1,1,1,8,1,8,3,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,1,4,6,3,2,1961,10,17,66,61,33,32,3,6,111,3,2,2,27,1,1,42,42,1,5,1,2,1,2,3,3,3,3,2,6,4,2,1,1,1,2,2,9,1,1,1,1,1,1,220,1961,1,-3.492819,0,1,0,4,0,0,0,0,185,FRN,1961,0.030415,5,1,1,1,0,20,1,0,1,42,1,1,0,0,0,0,0.030388,1,5,720,4128544,123162,17570,8233,46163,11.72126,France,FRA,FR,5.50E+11,27.03132,-3.493707,15.23344,1,0,42,1961,0,0,0,1909,1,0,1,1,0,1,2,1,0,0.15194,210,0
2,0,0,ICB2,429,200,8,66,BERL,IN W,ALL,,,,1961,8,13,265,1,365,4,3,1,2,7,1961,8,17,5,1,1,1,8,1,8,3,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,1,4,6,3,2,1961,10,17,66,61,33,32,3,6,111,3,2,2,27,1,1,42,42,1,5,1,2,1,3,3,3,3,3,2,6,4,2,2,3,1,1,1,9,1,2,2,2,2,1,200,1961,1,-3.215033,0,1,0,4,0,0,1,0,185,UKG,1961,0.040154,10,1,2,2,4,40,2,0,3,42,1,1,0,0,0,0,0.040091,1,10,475,4791138,241081,22441,18648,52807,12.39289,United Kingdom,GBR,GB,7.20E+11,27.30871,-3.216603,15.38228,1,1,42,1961,0,0,0,1918,1,0,1,1,0,1,2,1,0.040091,0.40091,420,0
2,0,0,ICB2,430,260,8,66,BERL,IN W,ALL,,,,1961,8,13,265,1,365,4,1,1,1,3,1961,8,16,4,1,1,1,8,1,8,3,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,1,4,6,3,2,1961,10,17,59,56,32,32,1,6,111,3,2,2,27,1,1,42,42,1,5,5,2,1,2,3,4,1,2,1,6,0,1,2,3,2,2,2,2,2,2,2,2,2,1,260,1961,0,-3.205812,1,0,0,0,0,0,1,0,185,GFR,1961,0.040526,10,1,2,2,0,0,2,0,3,42,2,0,0,0,1,1,0.040471,0,10,350,3158714,214278,33458,16433,56227,12.27503,,,,,,-3.20717,14.96568,1,1,42,1961,0,0,0,1956,1,0,0,0,0,0,0,0,0.040471,0.40471,420,0
2,0,0,ICB2,431,2,8,66,BERL,IN W,ALL,,,,1961,8,13,365,1,365,4,2,4,1,6,1961,8,18,5,1,1,1,9,8,8,3,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,1,2,3,3,2,1961,10,28,76,71,41,32,4,6,111,3,2,2,27,1,1,42,42,1,7,2,3,1,3,4,3,4,4,1,6,4,3,1,1,1,1,2,2,1,1,1,2,2,1,2,1961,1,-1.556722,1,0,0,4,0,0,1,0,185,USA,1961,0.210826,10,1,2,1,4,40,2,0,1,42,1,1,0,0,0,0,0.210655,1,10,2307,4.78E+07,1447002,88917,50941,183691,14.185,United States,USA,US,2.90E+12,28.70463,-1.557534,17.6827,1,1,42,1961,0,0,0,1907,1,0,1,1,0,1,2,1,0.210655,2.10655,420,0
6,0,0,ICB2,432,817,9,18,VIET,CONG,ATT,ACK,,,1961,9,18,996,2,816,1,1,1,1,3,1961,9,29,12,7,3,2,7,1,6,3,0,0,0,0,0,0,0,0,0,0,2,2,6,6,5,1,1,5,2,1,1961,11,15,59,48,12,12,1,6,111,3,1,2,13,2,1,0,0,1,5,5,2,2,2,2,4,1,1,1,6,2,1,2,9,9,2,9,9,2,2,2,1,1,1,817,1961,0,-5.319746,1,0,0,2,1,0,0,0,186,RVN,1961,0.004894,-3,1,1,2,0,-6,1,0,,0,2,0,0,0,0,1,0.00489,0,-3,375,236629,62,0,1421,14490,4.127134,,,,,,-5.320563,12.37425,1,0,0,1961,0,0,0,1949,1,0,0,0,0,0,0,,0,-0.01467,0,0
8,0,0,ICB2,433,2,9,18,VIET,CONG,ATT,ACK,,,1961,9,18,996,1,816,1,2,1,1,6,1961,11,15,59,6,1,1,9,8,6,3,0,0,0,0,0,0,0,0,0,0,2,2,6,6,5,1,1,4,2,1,1961,11,15,59,1,41,12,4,6,111,3,1,2,13,1,1,26,26,1,7,2,3,1,3,4,3,4,4,2,6,4,5,1,1,1,1,2,2,1,1,1,2,2,1,2,1961,1,-1.556722,0,1,0,4,0,0,1,0,186,USA,1961,0.210826,10,1,2,1,4,40,2,0,1,26,1,1,0,0,0,0,0.210655,1,10,2307,4.78E+07,1447002,88917,50941,183691,14.185,United States,USA,US,2.90E+12,28.70463,-1.557534,17.6827,1,1,26,1961,0,0,0,1907,1,0,0,1,0,0,1,,0.210655,2.10655,260,0
2,0,0,ICB2,434,850,9,26,WEST,IRI,AN I,I,,,1961,9,26,210,1,210,2,1,1,1,6,1961,12,19,85,4,1,1,3,1,7,1,0,0,0,0,0,0,0,0,0,0,4,8,4,1,1,5,1,1,2,2,1962,8,15,324,240,12,12,2,4,111,3,1,2,14,2,1,1,1,1,4,5,3,2,2,1,3,1,3,1,6,3,1,1,2,1,1,9,9,1,2,2,2,2,1,850,1961,0,-4.33713,1,0,0,3,0,0,0,0,187,INS,1961,0.013074,-5,0,2,2,0,-15,2,0,2,1,1,1,0,0,0,0,0.013046,0,-5,375,541880,20800,0,8207,97085,9.942708,Indonesia,IDN,ID,2.70E+10,24.01605,-4.339274,13.2028,1,0,1,1961,0,0,0,1946,1,0,0,0,0,0,0,0,0,-0.06523,-5,0
7,0,0,ICB2,435,210,9,26,WEST,IRI,AN I,I,,,1961,12,19,850,1,850,3,9,1,2,3,1962,1,2,15,1,1,1,3,3,7,3,0,0,0,0,0,0,0,0,0,0,4,8,4,1,1,5,4,1,3,2,1962,8,15,231,227,33,12,1,4,111,3,1,2,14,2,1,-1,-1,1,4,1,1,1,3,3,3,1,2,2,6,4,2,2,2,2,2,9,9,2,2,2,2,2,1,210,1961,0,-4.991127,0,1,0,4,0,0,1,0,187,NTH,1961,0.006798,10,0,2,2,4,40,2,0,2,-1,2,1,0,0,0,0,0.006785,0,10,141,533952,48814,1971,3816,11637,10.79577,Netherlands,NLD,NL,1.50E+11,25.75492,-4.993041,13.18806,1,1,-1,1961,0,0,0,1913,1,0,0,1,0,0,1,0,0.006785,0.06785,-10,0
6,0,0,ICB2,436,651,9,28,BREA,KUP,OF U,AR,,,1961,9,28,996,2,652,1,1,1,1,6,1961,9,28,1,1,1,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,4,6,3,2,1961,10,5,8,7,21,15,1,2,111,3,1,1,0,2,1,2,2,1,2,4,2,4,2,1,3,1,3,1,2,4,2,2,2,2,2,9,9,2,2,2,2,2,3,651,1961,0,-5.048337,1,0,0,4,0,0,0,0,188,EGY,1961,0.00642,-7,0,2,2,0,-28,2,0,2,2,2,1,0,0,0,0,0.006397,0,-7,215,258229,6915,156,6869,26579,8.841448,"Egypt, Arab Rep.",EGY,EG,,,-5.051926,12.4616,0,0,2,1961,0,0,0,1930,1,0,0,0,0,0,0,0,0,-0.044779,-14,0
2,0,0,ICB2,437,375,10,30,SOV.,NOT,E/FI,NLAN,D II,,1961,10,30,365,1,365,4,3,1,1,3,1961,11,7,8,1,1,1,1,5,3,3,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,3,2,1,2,1961,11,24,25,18,34,34,1,2,111,3,1,2,17,1,1,-16,-16,1,2,3,2,1,3,3,3,1,1,2,6,2,1,2,1,1,2,2,2,1,2,2,2,1,3,375,1961,0,-6.617327,0,1,0,2,0,0,1,0,189,FIN,1961,0.001337,10,0,1,2,2,20,2,0,1,-16,1,0,0,0,0,1,0.001334,0,10,48,98125,4012,277,715,4461,8.297045,Finland,FIN,FI,4.90E+10,24.61839,-6.619573,11.494,1,1,-16,1961,0,0,0,1918,1,0,0,0,0,0,0,0,0.001334,0.01334,-160,0
2,0,0,ICB2,438,235,12,11,GOA,II,,,,,1961,12,11,750,1,750,3,1,1,2,3,1961,12,11,2,3,1,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,6,3,4,1,1,6,4,9,3,2,1961,12,19,10,9,35,13,1,4,111,3,1,1,0,2,1,-7,-7,1,3,1,1,2,3,3,3,1,1,2,6,3,1,2,9,2,2,9,9,2,1,2,2,2,3,235,1961,0,-6.270649,0,1,0,3,0,0,0,0,190,POR,1961,0.001891,-9,0,2,2,0,-27,2,0,,-7,2,1,0,0,0,0,0.001887,0,-9,75,170725,2829,6,1150,8938,7.947679,Portugal,PRT,PT,3.50E+10,24.27151,-6.272767,12.04781,0,0,-7,1961,0,0,0,1952,1,0,0,0,0,0,0,0,0,-0.016983,63,0
6,0,0,ICB2,439,435,3,29,MALI,/MAU,RITA,NIA,,,1962,3,29,996,1,600,2,1,1,1,3,1962,4,6,9,1,1,1,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,2,1,1,2,1963,2,18,327,319,20,20,1,3,117,3,1,1,0,2,1,-1,-1,1,2,6,2,2,1,1,3,1,1,1,6,3,1,2,9,9,2,9,9,2,2,2,2,3,3,435,1962,0,-9.737973,1,0,0,3,0,0,0,0,191,MAA,1962,0.000059,-7,0,3,2,0,-21,2,0,,-1,2,1,0,0,0,0,0.000059,0,-7,0,3000,0,0,0,1030,,Mauritania,MRT,MR,4.40E+08,19.90187,-9.737973,8.006368,0,0,-1,1962,0.0003845,0,0,1960,1,0,0,0,0,0,0,0,0,-0.000413,7,0
2,0,0,ICB2,440,710,4,22,TAIW,AN S,TRAI,T II,I,,1962,4,22,713,1,2,4,3,1,4,6,1962,6,10,50,4,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,3,6,2,2,1962,6,27,67,18,11,11,1,3,117,3,2,2,30,1,1,-15,-15,1,2,1,3,2,2,3,4,2,3,4,6,2,1,2,9,9,9,9,1,9,2,1,2,2,3,710,1962,1,-2.264403,0,0,0,2,0,0,0,0,192,CHN,1962,0.103892,-8,1,2,1,0,-16,2,0,,-15,,0,0,0,0,1,0.103609,1,-8,2300,9329700,165194,6670,83663,682357,12.01488,China,CHN,CN,5.60E+10,24.74011,-2.267131,16.04871,1,0,-15,1962,0.0003845,0,0,1920,1,0,0,0,0,0,0,0,0,-0.828872,120,0
8,0,0,ICB2,441,800,5,6,NAM,THA,,,,,1962,5,6,996,1,816,1,2,1,2,6,1962,5,11,6,6,1,1,7,1,3,1,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,1,1,3,3,1,1962,6,12,38,33,12,12,2,6,117,3,1,2,13,1,1,0,0,1,4,1,2,4,2,3,3,1,1,1,6,2,1,2,9,2,2,9,9,2,2,2,2,2,2,800,1962,0,-5.810811,1,0,0,2,0,0,0,0,193,THI,1962,0.002995,-7,1,2,2,0,-14,2,0,,0,2,0,0,0,0,1,0.002988,0,-7,83,75274,54,7,2049,28293,3.988984,Thailand,THA,TH,,,-5.813151,11.22889,1,0,0,1962,0.0003845,0,0,1913,1,0,0,0,0,0,0,,0,-0.020916,0,0
8,0,0,ICB2,442,2,5,6,NAM,THA,,,,,1962,5,6,996,1,816,1,2,1,1,6,1962,5,12,7,6,1,1,9,8,3,1,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,1,1,3,1,1,1962,6,12,38,32,41,12,4,9,117,3,1,2,13,1,1,16,16,1,6,2,3,1,3,4,3,4,4,2,6,4,5,2,3,2,2,3,2,2,2,2,2,2,1,2,1962,1,-1.560248,0,1,0,4,0,0,1,0,193,USA,1962,0.210084,10,1,2,2,4,40,2,0,3,16,2,1,0,0,0,0,0.209911,1,10,2807,5.24E+07,1508570,89202,50916,186538,14.22667,United States,USA,US,3.10E+12,28.76398,-1.561072,17.77406,1,1,16,1962,0.0003845,0,0,1907,1,0,0,1,0,0,1,,0.209911,2.09911,160,0
9,0,0,ICB2,443,750,9,8,CHIN,A/IN,DIA,BDR,II,,1962,9,8,710,1,710,3,2,2,2,8,1962,10,24,47,8,4,4,7,1,3,1,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,4,3,3,2,1963,1,23,138,92,13,13,1,14,117,3,1,1,0,4,1,-5,-5,1,4,5,3,1,2,1,3,1,3,1,6,3,1,2,2,2,2,9,9,2,2,1,2,2,1,750,1962,0,-3.010886,1,0,0,3,1,1,1,0,194,IND,1962,0.049248,9,1,2,1,3,27,2,0,2,-5,2,1,0,1,0,0,0.049118,0,9,800,909968,53233,5149,38268,452212,10.88243,India,IND,IN,1.10E+11,25.42013,-3.01353,13.72116,0,1,-5,1962,0.0003845,0,0,1932,1,2,0,0,0,3,0,3,0.049118,0.442062,-45,2
7,0,0,ICB2,444,710,9,8,CHIN,A/IN,DIA,BDR,II,,1962,10,4,750,1,750,3,9,9,2,8,1962,10,20,17,8,4,4,7,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,5,1,1,4,1,4,2,2,1962,11,21,49,29,11,13,1,14,117,3,1,1,0,4,1,5,5,1,4,1,3,2,2,3,4,2,3,1,6,3,1,2,2,2,2,9,2,2,2,2,2,2,2,710,1962,1,-2.264403,1,0,0,3,1,1,0,0,194,CHN,1962,0.103892,-8,1,2,2,0,-24,2,0,2,5,2,1,0,1,0,0,0.103609,1,-8,2300,9329700,165194,6670,83663,682357,12.01488,China,CHN,CN,5.60E+10,24.74011,-2.267131,16.04871,0,0,5,1962,0.0003845,0,0,1920,1,2,0,0,0,3,0,3,0,-0.828872,-40,2
9,0,0,ICB2,445,750,9,8,CHIN,A/IN,DIA,BDR,II,,1962,11,16,710,1,710,3,2,2,2,8,1962,11,19,4,7,3,4,7,1,3,1,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,4,6,3,2,1962,12,1,16,13,13,13,1,8,117,3,1,1,0,4,8,-5,-5,1,4,5,3,1,1,1,3,1,3,1,6,5,1,2,2,2,2,9,9,2,2,1,2,2,1,750,1962,0,-3.010886,1,0,0,5,1,1,1,0,194,IND,1962,0.049248,9,1,2,1,5,45,2,0,2,-5,2,1,1,1,0,0,0.049118,0,9,800,909968,53233,5149,38268,452212,10.88243,India,IND,IN,1.10E+11,25.42013,-3.01353,13.72116,0,1,-5,1962,0.0003845,0,0,1932,1,2,0,0,0,3,0,3,0.049118,0.442062,-45,2
8,0,0,ICB2,446,663,9,26,YEME,N WA,R I,,,,1962,9,26,996,1,651,3,1,1,1,6,1962,10,1,6,7,3,4,7,1,4,3,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1,5,3,4,4,2,1963,4,15,205,198,15,15,2,9,117,3,1,1,0,4,1,0,0,1,4,5,1,2,2,1,3,1,1,2,6,2,1,9,9,9,9,9,9,9,1,1,2,1,1,663,1962,0,-7.516562,0,1,0,2,1,1,0,0,195,JOR,1962,0.000544,-9,0,1,1,0,-18,2,0,,0,,0,0,1,0,1,0.000543,0,-9,35,57687,13,0,270,1736,2.564949,Jordan,JOR,JO,,,-7.518401,10.96279,0,0,0,1962,0.0003845,0,0,1955,1,2,0,0,0,3,0,3,0,-0.004887,0,2
8,0,0,ICB2,447,670,9,26,YEME,N WA,R I,,,,1962,9,26,996,1,651,3,9,1,1,6,1962,10,1,6,7,3,4,7,1,4,3,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1,5,3,1,4,1,1963,4,15,205,198,15,15,2,9,117,3,1,3,26,4,1,0,0,1,4,4,3,2,3,2,3,1,2,2,1,2,1,9,9,9,9,9,9,9,3,2,2,2,3,670,1962,0,-6.468855,0,1,0,2,1,1,0,0,195,SAU,1962,0.001551,-10,0,2,2,0,-20,2,0,,0,,0,0,1,0,1,0.00155,0,-10,37,71456,20060,0,476,4335,9.906483,Saudi Arabia,SAU,SA,,,-6.469501,11.17684,1,0,0,1962,0.0003845,0,0,1925,1,2,0,0,0,3,0,3,0,-0.0155,0,2
7,0,1,ICB2,448,651,9,26,YEME,N WA,R I,,,,1962,10,1,670,1,670,2,1,1,1,6,1962,11,15,46,7,3,4,7,3,4,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1,5,3,1,4,1,1963,4,15,197,152,21,15,2,9,117,3,1,3,26,4,1,0,0,1,4,4,2,4,2,1,3,1,3,2,6,4,2,2,3,2,2,9,9,2,2,2,2,1,1,651,1962,0,-5.041816,0,1,0,4,1,1,0,0,195,EGY,1962,0.006462,-7,0,1,2,0,-28,2,0,3,0,2,1,0,1,0,0,0.006437,0,-7,220,283768,8065,188,7379,27257,8.995289,"Egypt, Arab Rep.",EGY,EG,,,-5.045693,12.55591,1,0,0,1962,0.0003845,0,0,1930,1,3,0,0,0,3,0,3,0,-0.045059,0,2
7,0,0,ICB2,449,678,9,26,YEME,N WA,R I,,,,1962,10,1,670,1,670,2,9,1,1,8,1962,10,4,4,7,3,4,7,3,4,1,0,0,0,0,0,0,0,0,0,0,4,4,3,1,1,5,3,1,4,1,1963,4,15,194,191,15,15,1,9,117,3,1,3,26,4,1,0,0,1,4,3,2,3,1,1,3,1,1,1,6,2,1,9,9,9,9,9,9,9,2,2,2,2,3,678,1962,0,-8.282121,1,0,0,2,1,1,0,0,195,YEM,1962,0.000253,0,0,2,2,0,0,2,0,,0,,0,0,1,0,1,0.000253,0,0,2,5000,20,0,0,4224,2.995732,,,,,,-8.282121,8.517193,1,0,0,1962,0.0003845,0,0,1926,1,2,0,0,0,3,0,3,0,0,0,2
4,0,0,ICB2,450,2,10,16,CUBA,N MI,SSIL,ES,,,1962,10,16,365,1,365,4,3,2,1,6,1962,10,20,5,6,1,1,9,8,7,3,0,0,0,0,0,0,0,0,0,0,4,8,2,9,13,1,1,2,2,2,1962,11,20,36,32,41,42,3,19,117,3,2,2,27,2,1,-9,-9,1,7,2,3,1,3,4,3,4,4,1,6,5,1,2,3,2,2,3,2,2,2,2,2,2,1,2,1962,1,-1.560248,1,0,0,5,0,0,1,0,196,USA,1962,0.210084,10,1,2,2,5,50,2,0,3,-9,2,1,1,0,0,0,0.209911,1,10,2807,5.24E+07,1508570,89202,50916,186538,14.22667,United States,USA,US,3.10E+12,28.76398,-1.561072,17.77406,1,1,-9,1962,0.0003845,0,0,1907,1,0,0,1,0,0,1,,0.209911,2.09911,-90,0
