triggr,aptrig,airpower,icb2,cracno,cracid,systrgmo,systrgda,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,yrtrig,motrig,datrig,trigent,trigloc,southv,southpow,sizedu,strcdu,comlev,majres,yerres,monres,dayres,trgresra,crismg,cenvio,sevvio,usinv,usfavr,suinv,sufavr,gbinv,gbfavr,frinv,frfavr,itinv,itfavr,grinv,grfavr,jpinv,jpfavr,globorg,globact,globfavr,regorg,regact,rofavr,outcom,outfor,outevl,outesr,yrterm,moterm,daterm,trgterra,resterra,actloc,geog,cractloc,noactr,stainsys,period,syslev,pc,pcid,viol,iwc,powdis,powscore,gpinv,powinv,age,territ,regime,durreg,allycap,globmemb,nucler,powsta,issue,chissu,gravty,pethin,col,unemp,inflat,foodpr,labstr,short,econdt,regrep,socunr,massvl,gvinst,sourdt,ccode,year,majpow,logcap,milissue,polissue,econissue,gravty2,violence,violence2,democ,jointdem,crisno,actor,systrgyr,cap,polity2,majpowinv,instability,unrest,demgravity,polgravity,massviol,coldwar,unem2,powerdistr,econstatus,higravty,higravty2,othrfrce,logravty2,logravty3,cap2a,majpow2a,polity2a,milper,milex,energy,irst,upop,tpop,logengy,countryname,countrycode,iso2code,WBgdp,loggdp,logcap2a,logmilex,protrac,dem6,powscore2,time1,time2,time3,time4,airforce,airpossible,outcome,sanct,sanctongoing,econpress,sanctout,anysanct,sanctout2,capdem,cappol,powpol,out2
7,0,0,ICB2,451,40,10,16,CUBA,N MI,SSIL,ES,,,1962,10,22,2,1,2,4,1,1,2,6,1962,10,23,2,1,1,1,8,3,7,3,0,0,0,0,0,0,0,0,0,0,4,8,4,9,13,3,4,2,3,2,1962,11,20,30,29,42,42,1,19,117,3,2,2,27,2,1,9,9,1,5,3,1,2,2,2,3,1,1,1,6,5,1,2,3,2,2,1,1,1,1,1,2,1,1,40,1962,0,-5.610839,1,0,0,5,0,0,0,0,196,CUB,1962,0.003658,-7,1,1,1,0,-35,2,0,3,9,1,1,1,0,0,0,0.003652,0,-7,270,200000,5378,54,1630,7254,8.590072,Cuba,CUB,CU,,,-5.61248,12.20607,1,0,9,1962,0.0003845,0,0,1960,1,0,0,0,0,0,0,0,0,-0.025564,-63,0
7,0,0,ICB2,452,365,10,16,CUBA,N MI,SSIL,ES,,,1962,10,22,2,1,2,4,2,2,2,3,1962,10,26,5,6,1,1,8,3,9,8,0,0,0,0,0,0,0,0,0,0,4,8,3,9,13,3,4,2,3,2,1962,11,20,30,26,30,42,4,19,117,3,2,2,27,1,1,9,9,1,7,1,3,2,2,4,3,4,4,1,6,5,3,2,9,9,2,2,1,2,2,2,2,1,1,365,1962,1,-1.734287,1,0,0,5,0,0,0,0,196,RUS,1962,0.176526,-7,1,1,2,0,-35,2,0,,9,2,1,1,0,0,0,0.176337,1,-7,3000,5.00E+07,702972,78307,55680,221730,13.46307,Russian Federation,RUS,RU,,,-1.735358,17.72706,1,0,9,1962,0.0003845,0,0,1912,1,0,0,0,0,0,0,,0,-1.234359,-63,0
2,0,0,ICB2,453,820,2,11,MALA,YSIA,FED,ERAT,ION,,1963,2,11,850,1,850,3,9,9,1,6,1963,2,13,3,1,1,1,4,1,3,3,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,5,1,14,1,2,1965,8,9,910,907,12,12,1,6,119,4,1,1,0,1,1,-5,-5,1,3,5,2,1,2,2,3,1,1,2,1,6,1,2,2,2,2,1,9,2,2,1,1,2,2,820,1963,0,-6.497634,0,1,0,6,0,0,1,0,197,MAG,1963,0.001507,10,0,2,1,6,60,1,0,2,-5,2,1,1,0,0,0,0.0015,0,10,14,50621,2753,0,2171,10514,7.920446,Malaysia,MYS,MY,9.90E+09,23.0153,-6.50229,10.83212,0,1,-5,1963,0.0030757,0,0,1958,1,0,0,0,0,0,0,0,0.0015,0.015,-50,0
2,0,0,ICB2,454,850,2,11,MALA,YSIA,FED,ERAT,ION,,1963,7,9,997,1,820,1,1,1,1,3,1963,7,11,3,1,1,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,4,3,4,1,1,5,1,14,1,2,1965,8,9,762,759,12,12,2,6,119,4,1,1,0,1,1,5,5,1,3,5,3,2,2,1,3,1,3,2,6,4,2,1,2,1,1,9,9,1,2,1,2,2,2,850,1963,0,-4.3605,0,1,0,4,0,0,0,0,197,INS,1963,0.012772,-5,0,2,1,0,-20,2,0,2,5,1,1,0,0,0,0,0.012735,0,-5,375,290159,19798,0,10805,100832,9.893336,Indonesia,IDN,ID,2.70E+10,24.01217,-4.363401,12.57818,0,0,5,1963,0.0030757,0,0,1946,1,0,1,0,0,1,1,1,0,-0.063675,-25,0
5,0,0,ICB2,455,42,4,26,DOM.,REP,./HA,ITI,II,,1963,4,26,41,1,41,1,1,1,1,6,1963,4,29,4,4,1,1,7,1,3,3,0,0,0,0,0,0,0,0,0,0,6,3,2,4,3,3,2,6,3,2,1963,5,14,18,15,42,42,1,6,119,4,1,1,0,1,1,0,0,1,4,3,1,1,1,3,3,1,1,2,6,2,1,1,1,2,2,2,2,1,3,2,2,2,2,42,1963,0,-7.546414,0,1,0,2,0,0,0,0,198,DOM,1963,0.000528,0,0,2,2,0,0,2,0,1,0,1,0,0,0,0,1,0.000526,0,0,20,34000,56,0,439,3569,4.025352,Dominican Republic,DOM,DO,4.40E+09,22.19957,-7.55021,10.43412,0,0,0,1963,0.0030757,0,0,1932,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,ICB2,456,41,4,26,DOM.,REP,./HA,ITI,II,,1963,4,27,42,1,42,1,1,1,1,3,1963,4,28,2,1,1,1,7,3,3,1,0,0,0,0,0,0,0,0,0,0,6,3,2,4,3,1,2,11,2,2,1963,6,3,38,37,42,42,1,6,119,4,1,1,0,1,1,0,0,1,4,3,1,2,2,3,3,1,1,1,6,2,1,2,1,9,2,2,2,2,1,1,1,2,2,41,1963,0,-7.735577,1,0,0,2,0,0,0,0,198,HAI,1963,0.000437,-9,0,2,1,0,-18,1,0,1,0,2,0,0,0,0,1,0.000436,0,-9,16,6700,12,0,284,4008,2.484907,Haiti,HTI,HT,,,-7.737868,8.809863,0,0,0,1963,0.0030757,0,0,1958,1,0,0,0,0,0,0,0,0,-0.003924,0,0
7,0,0,ICB2,457,615,10,1,ALGE,RIA/,MORO,CCO,BDR.,,1963,10,1,600,1,600,2,1,1,1,8,1963,10,8,9,7,3,3,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,2,2,1,1,2,1963,11,4,36,28,21,21,1,4,119,4,1,1,0,3,1,1,1,1,2,6,3,2,1,1,3,1,2,1,6,3,1,4,4,4,4,4,4,4,1,1,1,1,2,615,1963,0,-6.383027,1,0,0,3,1,1,0,0,199,ALG,1963,0.00169,-8,0,1,1,0,-24,1,0,4,1,,1,0,0,0,0,0.001685,0,-8,70,79400,974,10,1296,11205,6.881411,Algeria,DZA,DZ,1.90E+10,23.64413,-6.38599,11.28225,0,0,1,1963,0.0030757,0,0,1956,1,0,0,0,0,0,0,,0,-0.01348,-8,0
9,0,0,ICB2,458,600,10,1,ALGE,RIA/,MORO,CCO,BRD.,,1963,10,8,615,1,615,2,2,1,1,8,1963,10,14,7,7,3,3,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,9,13,3,2,1,1,2,1963,11,4,28,22,21,21,1,6,119,4,1,1,0,3,1,-1,-1,1,2,5,2,2,2,1,3,1,2,1,6,3,1,2,3,2,2,9,9,2,1,1,2,2,2,600,1963,0,-6.280748,1,0,0,3,1,1,0,0,199,MOR,1963,0.001872,-3,0,2,1,0,-9,2,0,3,-1,2,1,0,0,0,0,0.001863,0,-3,40,74901,1555,1,2375,12546,7.349231,Morocco,MAR,MA,,,-6.285567,11.22392,0,0,-1,1963,0.0030757,0,0,1956,1,0,0,0,0,0,0,,0,-0.005589,3,0
6,0,0,ICB2,459,101,11,1,CUBA,/VEN,EZUE,LA,,,1963,11,1,996,2,40,2,1,1,3,3,1963,11,29,29,1,1,1,3,1,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,4,14,1,1,14,2,2,1963,12,1,32,4,43,43,1,3,119,4,1,1,0,1,1,2,2,1,2,3,2,1,2,3,3,1,2,2,6,2,1,2,2,2,2,2,2,2,1,1,1,2,4,101,1963,0,-5.024481,0,1,0,2,0,0,0,0,200,VEN,1963,0.006575,6,0,2,1,0,12,1,0,2,2,2,0,0,0,0,1,0.006568,0,6,35,182985,132914,364,2285,8144,11.79746,"Venezuela, RB",VEN,VE,5.20E+10,24.68208,-5.025546,12.11716,0,1,2,1963,0.0030757,0,0,1920,1,0,0,0,0,0,0,0,0.006568,0.039408,12,0
7,0,0,ICB2,460,501,11,20,KENY,A/SO,MALI,A,,,1963,11,20,520,1,520,1,3,1,2,6,1963,12,25,36,6,1,1,1,5,1,6,0,0,0,0,0,0,0,0,0,0,2,2,6,5,5,1,1,3,2,1,1964,3,4,106,71,22,22,1,4,119,4,1,1,0,2,1,0,0,1,2,6,2,2,1,1,3,1,1,1,6,3,1,4,4,4,4,4,4,4,4,4,4,4,3,501,1963,0,-7.335466,1,0,0,3,0,0,0,0,201,KEN,1963,0.000652,2,0,,,0,6,4,0,4,0,,1,0,0,0,0,0.000651,0,2,3,1960,32,0,446,9147,3.465736,Kenya,KEN,KE,2.90E+09,21.77649,-7.337001,7.5807,0,0,0,1963,0.0030757,0,0,1964,0,0,0,0,0,0,0,,0,0.001302,0,0
2,0,1,ICB2,461,640,11,30,CYPR,US I,,,,,1963,11,30,352,1,350,2,9,1,1,8,1963,12,25,26,7,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,6,14,4,3,2,2,3,1,2,1,1964,8,10,255,229,15,35,2,5,119,4,1,2,28,3,1,-4,-4,1,3,1,2,1,2,3,3,1,2,2,1,2,1,2,2,2,2,9,9,2,1,2,1,1,1,640,1963,0,-4.889391,0,1,0,2,1,1,1,0,202,TUR,1963,0.007526,9,0,1,2,2,18,1,0,2,-4,2,0,0,0,0,1,0.007512,0,9,475,349226,9915,331,4028,29652,9.201804,Turkey,TUR,TR,7.50E+10,25.04445,-4.891253,12.76347,1,1,-4,1963,0.0030757,0,0,1944,1,1,0,0,0,2,0,2,0.007512,0.067608,-36,1
2,0,0,ICB2,462,352,11,30,CYPR,US I,,,,,1963,12,6,640,1,640,2,1,1,1,3,1963,12,27,22,7,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,6,14,2,9,13,2,3,1,1,1,1964,8,10,244,262,35,35,1,5,119,4,1,2,28,3,1,5,5,1,3,6,1,1,2,1,3,1,1,2,1,5,1,2,3,2,2,9,9,2,2,2,2,1,1,352,1963,0,-9.641123,0,1,0,5,1,1,0,0,202,CYP,1963,0.000065,0,0,1,2,0,0,2,0,3,5,2,1,1,0,0,0,0.000065,0,0,1,7008,503,0,0,582,6.22059,Cyprus,CYP,CY,,,-9.641123,8.854808,1,0,5,1963,0.0030757,0,0,,0,0,0,0,0,0,0,,0,0,0,0
2,0,1,ICB2,463,350,11,30,CYPR,US I,,,,,1963,12,6,640,1,640,2,3,1,1,3,1963,12,25,20,6,1,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,6,14,2,3,5,2,3,10,1,1,1964,8,10,248,228,35,35,2,5,119,4,1,2,28,1,1,5,5,1,3,3,2,1,1,3,3,1,2,2,1,2,1,2,2,2,2,9,9,2,1,1,2,1,1,350,1963,0,-5.959966,0,1,0,2,0,0,0,0,202,GRC,1963,0.00258,4,0,1,1,0,8,2,0,2,5,2,0,0,0,0,1,0.002576,0,4,175,179500,3542,76,1173,8480,8.172447,Greece,GRC,GR,5.60E+10,24.7397,-5.961517,12.09793,1,0,5,1963,0.0030757,0,0,1912,1,1,0,0,0,2,0,2,0,0.010304,20,1
3,0,0,ICB2,464,663,12,11,JORD,AN W,ATER,S,,,1963,12,11,666,1,666,1,1,1,1,3,1964,1,16,37,6,1,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,3,15,4,2,5,1,4,6,3,1,1964,5,5,147,111,15,15,1,5,119,4,1,2,23,1,1,21,21,1,3,5,1,2,2,1,3,1,1,3,6,0,1,9,9,9,9,9,9,9,1,1,2,1,2,663,1963,0,-7.392263,0,0,1,0,0,0,0,0,203,JOR,1963,0.000616,-9,0,1,1,0,0,2,0,,21,,0,0,0,1,1,0.000615,0,-9,45,59087,14,0,299,1793,2.639057,Jordan,JOR,JO,,,-7.393888,10.98677,1,0,21,1963,0.0030757,0,0,1955,1,0,0,0,0,0,0,,0,-0.005535,-189,0
3,0,0,ICB2,465,660,12,11,JORD,AN W,ATER,S,,,1963,12,11,666,1,666,1,1,1,1,3,1964,1,16,37,6,1,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,3,15,4,2,5,1,4,6,3,1,1964,5,5,147,111,15,15,1,5,119,4,1,2,23,1,1,21,21,1,3,4,1,1,2,1,3,1,1,3,6,0,1,2,2,2,1,2,2,2,2,2,2,2,2,660,1963,0,-7.699618,0,0,1,0,0,0,0,0,203,LEB,1963,0.000453,2,0,2,2,0,0,2,0,2,21,2,0,0,0,1,1,0.000451,0,2,16,31447,77,0,570,2029,4.343805,Lebanon,LBN,LB,,,-7.704043,10.35606,1,0,21,1963,0.0030757,0,0,1949,1,0,0,0,0,0,0,,0,0.000902,42,0
3,0,0,ICB2,466,652,12,11,JORD,AN W,ATER,S,,,1963,12,11,666,1,666,1,1,1,1,3,1964,1,16,37,6,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,15,4,2,5,3,4,6,3,1,1964,5,5,147,111,15,15,1,5,119,4,1,2,23,1,1,21,21,1,3,4,2,5,1,1,3,1,1,3,6,0,1,2,1,2,2,9,9,2,1,1,2,1,2,652,1963,0,-6.581334,0,0,1,0,0,0,0,0,203,SYR,1963,0.001386,-7,0,1,1,0,0,2,0,1,21,2,0,0,0,1,1,0.001381,0,-7,75,77749,65,0,1375,4992,4.174387,Syrian Arab Republic,SYR,SY,3.30E+09,21.90505,-6.584948,11.26124,1,0,21,1963,0.0030757,0,0,1948,1,0,0,0,0,0,0,,0,-0.009667,-147,0
3,0,0,ICB2,467,651,12,11,JORD,AN W,ATER,S,,,1963,12,11,666,1,666,1,1,1,1,3,1963,12,23,13,6,1,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,3,15,4,2,5,1,4,6,3,1,1964,5,5,147,135,21,15,2,5,119,4,1,2,23,1,1,21,21,1,3,4,2,4,2,1,3,1,3,3,6,5,1,2,2,2,2,2,9,2,2,2,2,2,2,651,1963,0,-5.168518,0,0,1,5,0,0,0,0,203,EGY,1963,0.005693,-7,0,2,2,0,-35,2,0,2,21,2,1,1,0,0,0,0.005667,0,-7,135,252990,9374,194,7725,27947,9.145695,"Egypt, Arab Rep.",EGY,EG,,,-5.173095,12.4411,1,0,21,1963,0.0030757,0,0,1930,1,0,0,0,0,0,0,,0,-0.039669,-147,0
3,0,0,ICB2,468,666,12,11,JORD,AN W,ATER,S,,,1964,1,16,997,1,652,1,3,1,2,4,1964,1,19,4,5,1,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,3,15,2,2,5,3,1,4,2,1,1964,5,5,111,108,15,15,1,5,122,4,1,2,23,1,1,-21,-21,1,3,5,1,1,2,2,3,2,2,3,6,0,1,2,2,2,2,2,2,2,2,2,2,1,1,666,1963,0,-6.711367,0,0,1,0,0,0,1,0,203,ISR,1963,0.001217,10,0,1,2,0,0,2,0,2,-21,2,0,0,0,1,1,0.001214,0,10,65,147262,3599,83,756,2380,8.188412,Israel,ISR,IL,1.50E+10,23.41438,-6.713835,11.89997,1,1,-21,1963,0.0030757,0,0,1948,1,0,0,0,1,0,0,1,0.001214,0.01214,-210,0
7,0,0,ICB2,469,436,12,21,DAHO,MEY/,NIGE,R,,,1963,12,21,434,1,434,1,9,9,5,4,1963,12,22,2,4,1,1,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,10,4,9,1,2,1,1,1964,1,4,15,14,24,24,1,5,119,4,1,1,0,1,1,1,1,1,2,6,2,2,2,1,3,1,1,1,6,3,1,2,2,9,2,9,9,2,1,1,2,1,4,436,1963,0,-8.542511,1,0,0,3,0,0,0,0,204,NIR,1963,0.000195,-7,0,1,1,0,-21,2,0,2,1,2,1,0,0,0,0,0.000195,0,-7,2,1742,2,0,0,3332,0.6931472,Niger,NER,NE,2.00E+09,21.41923,-8.542511,7.462789,0,0,1,1963,0.0030757,0,0,1964,0,0,0,0,0,0,0,0,0,-0.001365,-7,0
2,0,0,ICB2,470,434,12,21,DAHO,MEY/,NIGE,R,,,1963,12,22,436,1,436,1,1,1,5,4,1963,12,27,6,4,1,1,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,7,10,4,9,1,2,1,1,1964,1,4,14,9,20,24,1,5,119,4,1,1,0,1,1,-1,-1,1,2,6,1,4,1,1,3,1,1,4,6,0,1,9,9,9,9,1,9,9,1,1,2,1,4,434,1963,0,-8.679712,0,0,0,0,0,0,0,0,204,BEN,1963,0.00017,-1,0,1,1,0,0,2,0,,-1,,0,0,0,1,1,0.00017,0,-1,2,3099,2,0,105,2222,0.6931472,Benin,BEN,BJ,1.00E+09,20.71987,-8.679712,8.038835,0,0,-1,1963,0.0030757,0,0,1960,1,0,0,0,0,0,0,0,0,-0.00017,1,0
9,0,0,ICB2,471,517,12,21,BURU,NDI/,RWAN,DA,,,1963,12,21,996,2,516,1,1,1,1,9,1963,12,21,1,7,3,3,1,5,1,5,0,0,0,0,0,0,0,0,0,0,4,4,2,5,2,2,1,14,1,1,1964,4,99,117,117,24,24,1,7,119,4,1,1,0,3,1,0,0,1,2,6,1,2,1,1,3,1,1,4,6,2,1,4,4,4,4,4,4,4,3,2,3,2,4,517,1963,0,-8.703523,0,0,0,2,1,1,0,0,205,RWA,1963,0.000166,-5,0,2,2,0,-10,3,0,4,0,,0,0,0,0,1,0.000166,0,-5,1,2600,1,0,0,2924,0,Rwanda,RWA,RW,6.20E+08,20.24986,-8.703523,7.863267,0,0,0,1963,0.0030757,0,0,1962,1,0,0,0,0,0,0,,0,-0.00083,0,0
9,0,0,ICB2,472,516,12,21,BURU,NDI/,RWAN,DA,,,1964,1,22,517,1,517,1,1,1,1,3,1964,1,28,2,1,1,1,1,5,1,5,0,0,0,0,0,0,0,0,0,0,4,4,4,5,2,2,1,14,1,1,1964,4,99,85,84,24,24,1,5,122,4,1,1,0,3,1,0,0,1,2,6,1,2,2,1,3,1,1,1,6,3,1,4,4,4,4,4,4,4,1,1,2,2,4,516,1963,0,-8.611504,1,0,0,3,0,0,0,0,205,BUI,1963,0.000182,-3,0,2,1,0,-9,2,0,4,0,,1,0,0,0,0,0.000182,0,-3,2,1998,0,0,0,3085,,Burundi,BDI,BI,4.00E+08,19.81026,-8.611504,7.599902,0,0,0,1963,0.0030757,0,0,1965,0,0,0,0,0,0,0,0,0,-0.000546,0,0
6,0,0,ICB2,473,95,1,9,PANA,MA F,LAG,,,,1964,1,9,2,1,2,4,9,9,1,3,1964,1,9,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,6,15,9,4,7,1,2,9,3,2,1964,1,12,3,4,42,42,1,2,122,4,1,1,0,2,1,-18,-18,1,2,3,1,1,3,3,3,1,1,2,6,1,1,2,9,9,1,2,2,2,2,1,2,2,2,95,1964,0,-8.579068,0,1,0,1,0,0,0,0,206,PAN,1964,0.000188,4,1,2,1,0,4,2,0,,-18,2,0,0,0,1,1,0.000187,0,4,3,600,52,0,319,1265,3.951244,Panama,PAN,PA,2.80E+09,21.76331,-8.584402,6.39693,0,0,-18,1964,0.0103806,0,0,1950,1,0,0,0,0,0,0,0,0,0.000748,-72,0
2,0,0,ICB2,474,2,1,9,PANA,MA F,LAG,,,,1964,1,10,95,1,95,1,3,3,1,7,1964,1,10,1,7,3,2,9,8,1,5,0,0,0,0,0,0,0,0,0,0,6,15,3,4,7,1,2,8,2,2,1964,1,12,4,3,41,42,3,2,122,4,1,1,0,2,1,18,18,1,6,2,3,1,3,4,3,4,4,2,6,4,5,2,2,2,2,2,2,2,2,1,2,1,2,2,1964,1,-1.593761,0,1,0,4,1,0,1,0,206,USA,1964,0.20316,10,1,1,1,4,40,2,0,2,18,2,1,0,0,0,0,0.202983,1,10,2687,5.12E+07,1610682,115281,50866,191889,14.29217,United States,USA,US,3.40E+12,28.86275,-1.594633,17.7515,0,1,18,1964,0.0103806,0,0,1907,1,0,0,0,0,0,0,,0.202983,2.02983,180,0
8,0,0,ICB2,475,200,1,19,E. A,FRIC,A RE,BELL,IONS,,1964,1,19,996,1,500,1,3,1,5,6,1964,1,23,5,8,4,2,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,1,4,2,2,1964,1,30,12,8,33,22,4,5,122,4,1,1,0,2,1,11,11,1,2,1,2,1,3,3,3,3,3,2,6,4,2,2,2,2,2,2,2,2,2,2,2,2,3,200,1964,1,-3.29819,0,1,0,4,1,0,1,0,207,UKG,1964,0.03695,10,1,2,2,4,40,2,0,2,11,2,1,0,0,0,0,0.036884,1,10,435,5592841,248282,26643,18908,53991,12.42232,United Kingdom,GBR,GB,8.00E+11,27.40986,-3.299978,15.537,0,1,11,1964,0.0103806,0,0,1918,1,0,0,0,0,0,0,,0.036884,0.36884,110,0
9,0,0,ICB2,476,530,2,7,OGAD,EN I,,,,,1964,2,7,520,1,520,1,1,1,1,9,1964,2,8,2,7,3,3,7,2,7,3,0,0,0,0,0,0,0,0,0,0,4,5,3,5,5,1,1,1,2,1,1964,3,30,53,52,22,22,1,7,122,4,1,2,3,3,1,0,0,1,5,1,2,2,2,1,3,1,2,1,6,3,1,9,9,9,9,9,9,9,2,2,2,2,2,530,1964,0,-6.173946,1,0,0,3,1,1,0,0,208,ETH,1964,0.002083,-9,0,2,2,0,-27,2,0,,0,,1,0,0,0,0,0.002081,0,-9,60,24480,26,0,711,26516,3.258096,,,,,,-6.174907,10.10561,1,0,0,1964,0.0103806,0,0,1929,1,0,0,0,0,0,0,,0,-0.018729,0,0
9,0,0,ICB2,477,520,2,7,OGAD,EN I,,,,,1964,2,8,530,1,530,2,9,1,1,9,1964,2,9,2,7,3,3,7,2,7,2,0,0,0,0,0,0,0,0,0,0,4,5,2,5,5,3,4,1,3,1,1964,3,30,52,51,22,22,1,8,122,4,1,2,3,3,1,0,0,1,5,6,2,2,2,2,3,1,1,1,6,3,1,1,9,9,1,9,9,1,1,2,3,2,2,520,1964,0,-7.971966,1,0,0,3,1,1,1,0,208,SOM,1964,0.000345,7,0,2,2,3,21,3,0,,0,1,1,0,0,0,0,0.000345,0,7,11,5404,1,0,130,4142,0,Somalia,SOM,SO,,,-7.971966,8.594894,1,1,0,1964,0.0103806,0,0,1954,1,0,0,0,0,0,0,,0.000345,0.002415,0,0
9,0,0,ICB2,478,678,5,77,YEME,N WA,R II,,,,1964,5,77,996,2,670,2,1,1,1,8,1964,8,99,62,7,3,4,1,5,1,5,0,0,0,0,0,0,0,0,0,0,6,12,2,1,1,5,3,1,4,1,1964,11,8,178,116,15,15,1,6,122,4,1,3,26,4,7,0,0,1,2,3,2,3,1,1,3,1,1,1,6,2,1,9,9,9,9,9,9,9,2,2,2,2,1,678,1964,0,-8.105083,1,0,0,2,1,1,0,0,209,YEM,1964,0.000302,0,0,2,2,0,0,2,0,,0,,0,0,1,0,1,0.000302,0,0,8,10000,25,0,0,4410,3.218876,,,,,,-8.105083,9.21034,1,0,0,1964,0.0103806,0,0,1926,1,2,0,0,0,3,0,3,0,0,0,2
9,0,1,ICB2,479,651,5,77,YEME,N WA,R II,,,,1964,5,77,996,1,670,2,1,1,1,8,1964,8,99,62,7,3,4,1,5,1,5,0,0,0,0,0,0,0,0,0,0,6,12,2,1,1,5,3,1,4,1,1964,11,8,178,116,21,15,2,6,122,4,1,3,26,4,7,0,0,1,2,4,2,4,2,1,3,1,3,2,6,4,2,2,2,2,2,2,9,2,2,2,2,2,1,651,1964,0,-5.107367,0,1,0,4,1,1,0,0,209,EGY,1964,0.006052,-7,0,2,2,0,-28,2,0,2,0,2,1,0,1,0,0,0.006023,0,-7,160,328887,11887,177,8146,28659,9.383201,"Egypt, Arab Rep.",EGY,EG,,,-5.11217,12.70347,1,0,0,1964,0.0103806,0,0,1930,1,3,0,0,0,3,0,3,0,-0.042161,0,2
9,0,0,ICB2,480,670,5,77,YEME,N WA,R II,,,,1964,8,99,651,1,651,3,9,1,1,3,1964,9,11,27,7,3,4,1,6,1,5,0,0,0,0,0,0,0,0,0,0,6,12,2,1,1,5,3,1,4,1,1964,11,8,85,59,15,15,2,6,122,4,1,3,26,4,7,0,0,1,2,4,3,2,3,2,3,1,2,2,6,4,2,9,9,9,9,9,9,9,1,2,2,2,1,670,1964,0,-6.450963,0,1,0,4,1,1,0,0,209,SAU,1964,0.001579,-10,0,2,2,0,-40,2,0,,0,,1,0,1,0,0,0.001578,0,-10,40,122426,22749,0,368,4634,10.03228,Saudi Arabia,SAU,SA,,,-6.451597,11.71526,1,0,0,1964,0.0103806,0,0,1925,1,2,0,0,0,3,0,3,0,-0.01578,0,2
9,1,0,ICB2,481,816,7,30,GULF,OF,TONK,IN,,,1964,7,30,817,1,2,4,9,9,1,8,1964,8,5,4,7,2,2,8,3,3,1,0,0,0,0,0,0,0,0,0,0,6,3,4,6,2,2,3,6,3,1,1964,8,77,17,13,12,12,1,5,122,4,1,3,13,3,1,-16,-16,1,4,5,2,2,2,2,4,1,2,1,6,1,1,9,9,9,9,9,9,9,2,2,2,2,1,816,1964,0,-5.567243,1,0,0,1,1,0,0,0,210,DRV,1964,0.003821,-8,1,2,2,0,-8,2,0,,-16,,0,0,0,1,1,0.003816,0,-8,256,300000,2636,50,1413,18500,7.877018,Vietnam,VNM,VN,,,-5.568552,12.61154,1,0,-16,1964,0.0103806,0,0,1949,1,0,0,0,0,0,0,,0,-0.030528,128,0
9,0,1,ICB2,482,2,7,30,GULF,OF,TONK,IN,,,1964,8,2,816,1,365,4,2,1,1,8,1964,8,4,3,8,4,3,9,8,3,6,0,0,0,0,0,0,0,0,0,0,6,3,3,6,2,2,3,4,2,1,1964,8,7,5,3,41,12,4,5,122,4,1,3,13,2,1,16,16,1,6,2,3,1,3,4,3,4,4,1,2,4,7,2,2,2,2,2,2,2,2,2,2,2,1,2,1964,1,-1.593761,1,0,0,4,1,1,1,0,210,USA,1964,0.20316,10,1,2,2,4,40,2,0,2,16,2,1,0,0,0,0,0.202983,1,10,2687,5.12E+07,1610682,115281,50866,191889,14.29217,United States,USA,US,3.40E+12,28.86275,-1.594633,17.7515,1,1,16,1964,0.0103806,0,0,1907,1,1,0,1,0,2,1,2,0.202983,2.02983,160,1
6,0,0,ICB2,483,490,8,4,CONG,O II,,,,,1964,8,4,996,2,365,4,1,1,1,3,1964,8,6,3,7,3,3,8,1,7,3,0,0,0,0,0,0,0,0,0,0,6,7,2,9,13,1,1,11,2,2,1964,12,30,136,133,24,24,1,6,122,4,1,1,0,3,1,24,24,1,5,6,3,4,1,2,3,1,2,1,6,3,1,1,1,1,1,1,1,1,2,1,1,1,1,490,1964,0,-6.49168,1,0,0,3,1,1,0,0,211,CON,1964,0.001516,-6,1,1,1,0,-18,1,0,1,24,1,1,0,0,0,0,0.001511,0,-6,25,12000,292,0,1430,16661,5.676754,"Congo, Dem. Rep.",COD,CD,1.30E+10,23.27007,-6.494984,9.392662,0,0,24,1964,0.0103806,0,0,1961,1,0,0,0,0,0,0,,0,-0.009066,-144,0
